iter	Passed	Remaining
1661	140614	28596
1662	140710	28514
1663	140799	28430
1664	140876	28344
1665	140955	28258
1666	141031	28172
1667	141114	28087
1668	141196	28002
1669	141281	27917
1670	141364	27833
1671	141459	27750
1672	141543	27665
1673	141630	27581
1674	141707	27495
1675	141797	27411
1676	141875	27325
1677	141955	27240
1678	142033	27154
1679	142113	27069
1680	142202	26985
1681	142282	26899
1682	142369	26815
1683	142449	26730
1684	142537	26646
1685	142620	26561
1686	142706	26477
1687	142783	26391
1688	142867	26306
1689	142949	26221
1690	143030	26136
1691	143118	26052
1692	143195	25966
1693	143270	25880
1694	143358	25796
1695	143445	25711
1696	143522	25625
1697	143613	25542
1698	143700	25458
1699	143775	25372
1700	143856	25286
1701	143942	25202
1702	144022	25117
1703	144098	25031
1704	144177	24945
1705	144257	24860
1706	144344	24776
1707	144421	24690
1708	144494	24603
1709	144568	24517
1710	144650	24432
1711	144724	24346
1712	144802	24260
1713	144882	24175
1714	144968	24090
1715	145043	24004
1716	145130	23920
1717	145222	23837
1718	145295	23751
1719	145378	23666
1720	145457	23580
1721	145529	23494
1722	145618	23410
1723	145697	23325
1724	145781	23240
1725	145855	23154
1726	145934	23068
1727	146019	22984
1728	146100	22899
1729	146187	22815
1730	146284	22732
1731	146381	22650
1732	146478	22567
1733	146562	22482
1734	146653	22399
1735	146748	22316
1736	146843	22233
1737	146931	22149
1738	147018	22065
1739	147098	21980
1740	147176	21894
1741	147253	21809
1742	147335	21724
1743	147419	21639
1744	147508	21555
1745	147583	21469
1746	147668	21385
1747	147755	21301
1748	147851	21218
1749	147931	21133
1750	148010	21047
1751	148087	20962
1752	148169	20877
1753	148251	20792
1754	148336	20707
1755	148407	20621
1756	148493	20537
1757	148565	20451
1758	148658	20367
1759	148738	20282
1760	148820	20197
1761	148893	20111
1762	148977	20027
1763	149056	19941
1764	149129	19855
1765	149203	19769
1766	149281	19684
1767	149372	19600
1768	149451	19515
1769	149537	19431
1770	149624	19347
1771	149699	19261
1772	149782	19176
1773	149862	19091
1774	149934	19005
1775	150018	18921
1776	150100	18836
1777	150165	18749
1778	150239	18663
1779	150321	18579
1780	150413	18495
1781	150500	18411
1782	150590	18327
1783	150692	18245
1784	150783	18161
1785	150872	18077
1786	150960	17993
1787	151054	17910
1788	151135	17825
1789	151229	17742
1790	151310	17657
1791	151410	17574
1792	151499	17490
1793	151586	17406
1794	151678	17322
1795	151769	17238
1796	151868	17156
1797	151963	17072
1798	152049	16988
1799	152135	16903
1800	152222	16819
1801	152302	16734
1802	152392	16650
1803	152475	16566
1804	152578	16483
1805	152685	16401
1806	152774	16317
1807	152857	16232
1808	152947	16148
1809	153033	16064
1810	153129	15980
1811	153219	15896
1812	153311	15813
1813	153402	15729
1814	153493	15645
1815	153582	15561
1816	153674	15477
1817	153778	15394
1818	153879	15311
1819	153966	15227
1820	154051	15142
1821	154143	15059
1822	154230	14974
1823	154346	14893
1824	154434	14808
1825	154531	14725
1826	154625	14641
1827	154719	14557
1828	154818	14474
1829	154908	14390
1830	154996	14306
1831	155086	14221
1832	155184	14138
1833	155274	14054
1834	155368	13970
1835	155456	13886
1836	155538	13801
1837	155640	13718
1838	155732	13633
1839	155830	13550
1840	155932	13467
1841	156015	13382
1842	156103	13298
1843	156191	13213
1844	156266	13128
1845	156354	13043
1846	156445	12959
1847	156524	12874
1848	156606	12789
1849	156690	12704
1850	156774	12619
1851	156848	12534
1852	156922	12448
1853	157000	12363
1854	157074	12278
1855	157151	12192
1856	157230	12107
1857	157310	12022
1858	157382	11937
1859	157463	11852
1860	157536	11766
1861	157608	11680
1862	157696	11596
1863	157785	11512
1864	157871	11427
1865	157957	11343
1866	158040	11258
1867	158117	11173
1868	158196	11088
1869	158278	11003
1870	158362	10918
1871	158453	10834
1872	158531	10749
1873	158613	10664
1874	158696	10579
1875	158779	10495
1876	158853	10409
1877	158930	10324
1878	159005	10239
1879	159079	10154
1880	159163	10069
1881	159243	9984
1882	159314	9899
1883	159393	9814
1884	159473	9729
1885	159554	9644
1886	159638	9559
1887	159721	9474
1888	159798	9389
1889	159879	9305
1890	159963	9220
1891	160037	9135
1892	160119	9050
1893	160198	8965
1894	160286	8881
1895	160368	8796
1896	160446	8711
1897	160539	8627
1898	160619	8542
1899	160704	8458
1900	160775	8372
1901	160854	8288
1902	160933	8203
1903	161015	8118
1904	161094	8033
1905	161174	7948
1906	161259	7864
1907	161343	7779
1908	161426	7695
1909	161504	7610
1910	161584	7525
1911	161663	7440
1912	161746	7355
1913	161819	7270
1914	161892	7185
1915	161966	7100
1916	162050	7016
1917	162125	6931
1918	162207	6846
1919	162298	6762
1920	162387	6678
1921	162473	6593
1922	162561	6509
1923	162653	6424
1924	162746	6340
1925	162835	6256
1926	162932	6172
1927	163032	6088
1928	163117	6003
1929	163207	5919
1930	163290	5834
1931	163382	5750
1932	163468	5666
1933	163553	5581
1934	163628	5496
1935	163720	5412
1936	163797	5327
1937	163878	5242
1938	163965	5158
1939	164049	5073
1940	164130	4989
1941	164214	4904
1942	164292	4819
1943	164382	4735
1944	164463	4650
1945	164553	4566
1946	164636	4481
1947	164713	4396
1948	164803	4312
1949	164882	4227
1950	164964	4143
1951	165051	4058
1952	165131	3973
1953	165217	3889
1954	165295	3804
1955	165381	3720
1956	165457	3635
1957	165538	3550
1958	165610	3466
1959	165703	3381
1960	165779	3296
1961	165862	3212
1962	165947	3127
1963	166037	3043
1964	166120	2958
1965	166196	2874
1966	166274	2789
1967	166354	2704
1968	166452	2620
1969	166540	2536
1970	166627	2451
1971	166735	2367
1972	166824	2282
1973	166911	2198
1974	167002	2113
1975	167095	2029
1976	167195	1945
1977	167282	1860
1978	167376	1776
1979	167466	1691
1980	167551	1607
1981	167642	1522
1982	167741	1438
1983	167837	1353
1984	167940	1269
1985	168035	1184
1986	168136	1100
1987	168261	1015
1988	168340	930
1989	168427	846
1990	168520	761
1991	168611	677
1992	168719	592
1993	168809	507
1994	168900	423
1995	168987	338
1996	169074	253
1997	169167	169
1998	169253	84
1999	169353	0
