iter	Logloss
184	0.296318916
185	0.2962959807
186	0.296196058
187	0.2961772894
188	0.2961366112
189	0.2960610944
190	0.2959955115
191	0.2959840081
192	0.2959324731
193	0.2958749001
194	0.2958747666
195	0.2958413047
196	0.2957854874
197	0.295644134
198	0.2955814871
199	0.2955611809
200	0.2955263612
201	0.2954489878
202	0.2954274378
203	0.2952720589
204	0.2952670654
205	0.2951917041
206	0.295134941
207	0.295129
208	0.295114301
209	0.2950642931
210	0.2950010648
211	0.2949616667
212	0.2949511586
213	0.2949130306
214	0.2949103524
215	0.2948581494
216	0.2948120626
217	0.2948086518
218	0.2947697055
219	0.2947440391
220	0.2947394303
221	0.2946998557
222	0.2946410355
223	0.2945953965
224	0.2945646771
225	0.2945645542
226	0.2944946417
227	0.2944570758
228	0.2944287876
229	0.2944097322
230	0.2943900702
231	0.294353142
232	0.2943093633
233	0.2942676243
234	0.2942390718
235	0.2942170925
236	0.2942170924
237	0.2941838707
238	0.2941704608
239	0.2941374356
240	0.29413714
241	0.2941084092
242	0.2940962846
243	0.2940855483
244	0.2939973348
245	0.2939567739
246	0.2939549487
247	0.2939227648
248	0.2939195227
249	0.2939031727
250	0.2938937887
251	0.2938068007
252	0.2937564072
253	0.2937376362
254	0.2937336541
255	0.2937169096
256	0.2936979244
257	0.293637605
258	0.293592831
259	0.2935734188
260	0.2935531693
261	0.2935244335
262	0.293480345
263	0.2934665568
264	0.2933716653
265	0.2933562037
266	0.2933439811
267	0.2933412843
268	0.2933358097
269	0.2932823057
270	0.2932426619
271	0.2932023303
272	0.293154638
273	0.2931528121
274	0.2931280534
275	0.2931258385
276	0.2931187047
277	0.2930900585
278	0.2930222224
279	0.2929789954
280	0.2929430986
281	0.2929272898
282	0.2928716983
283	0.2928271172
284	0.2928215672
285	0.2927642893
286	0.2927641203
287	0.2927637257
288	0.2927596559
289	0.2927532995
290	0.2927472781
291	0.2927452371
292	0.2927048941
293	0.2927034884
294	0.2926809436
295	0.2926670248
296	0.2926342059
297	0.292630898
298	0.2926183791
299	0.2925936755
300	0.2925211318
301	0.2925078266
302	0.292504199
303	0.2924856997
304	0.2924711388
305	0.2924673668
306	0.2924074391
307	0.2923839212
308	0.2923522777
309	0.2923420815
310	0.2923371178
311	0.2923365229
312	0.2923095173
313	0.2922999052
314	0.2922999032
315	0.2922684522
316	0.2922640502
317	0.2922638998
318	0.2922401602
319	0.2922073194
320	0.2921666032
321	0.2920962205
322	0.2920949008
323	0.2920500393
324	0.2920177157
325	0.2919796675
326	0.2919642395
327	0.2919641229
328	0.2919641216
329	0.2919205304
330	0.2918167235
331	0.291793215
332	0.2917798933
333	0.2917458208
334	0.2917300706
335	0.2917191545
336	0.2917057024
337	0.2916929978
338	0.2916828753
339	0.2916621309
340	0.2916603092
341	0.2916116845
342	0.2915714021
343	0.291544604
344	0.2915282477
345	0.2915061347
346	0.2914176709
347	0.2913667801
348	0.2913591676
349	0.2913443789
350	0.2912880904
351	0.2912493117
352	0.2912191514
353	0.2912189904
354	0.2911585734
355	0.2911214499
356	0.2911196438
357	0.2910955559
358	0.2909909348
359	0.2909665977
360	0.2908657528
361	0.2908303538
362	0.2908096197
363	0.2907742749
364	0.2907439361
365	0.2906787033
366	0.2906578658
367	0.2906577121
368	0.2906531352
369	0.2906142868
370	0.2905719563
371	0.2905618989
372	0.2905383669
373	0.2905280904
374	0.2905229607
375	0.2904819387
376	0.2904454117
377	0.2904378802
378	0.2903791608
379	0.2903414685
380	0.290330647
381	0.2902979941
382	0.2902869782
383	0.2902579113
384	0.2902392962
385	0.2902180127
386	0.2902174627
387	0.2901420443
388	0.2900937809
389	0.2900771214
390	0.2900757254
391	0.2900642652
392	0.2900307962
393	0.2899213157
394	0.2898958653
395	0.2898572018
396	0.2898562719
397	0.2898222419
398	0.2898045908
399	0.2897819366
400	0.2897639116
401	0.2897371115
402	0.2897066643
403	0.2897066485
404	0.2896740982
405	0.2896740647
406	0.2896631385
407	0.2896144386
408	0.2895281321
409	0.2893811039
410	0.2893549572
411	0.2892979246
412	0.289297036
413	0.2892703386
414	0.2892457827
415	0.2892114714
416	0.2892080958
417	0.2891994269
418	0.2891992767
419	0.2891540147
420	0.2891428954
421	0.2891179424
422	0.2890870102
423	0.2890472068
424	0.2889759612
425	0.2889651823
426	0.288936488
427	0.2889139895
428	0.2888355294
429	0.2887484091
430	0.288741001
431	0.2886975122
432	0.2886615585
433	0.2886115202
434	0.2885273678
435	0.2885144188
436	0.2884459568
437	0.2884118493
438	0.2882930022
439	0.2882765403
440	0.2882472669
441	0.2881589263
442	0.2881135444
443	0.2880777453
444	0.2879897941
445	0.2879366979
446	0.2878771055
447	0.2878442034
448	0.2877424753
449	0.2876945065
450	0.2876762328
451	0.287610686
452	0.2875529322
453	0.2874812075
454	0.2872938635
455	0.2872616886
456	0.2871947872
457	0.2871622703
458	0.2871545361
459	0.2871260853
460	0.2870876435
461	0.2870383009
462	0.2869955628
463	0.286982743
464	0.2869397963
465	0.2868214201
466	0.2868156646
467	0.2867643386
468	0.2866732948
469	0.2866732269
470	0.2866685697
471	0.2866257269
472	0.2865886543
473	0.2865467457
474	0.2864623537
475	0.2864327097
476	0.2864089291
477	0.2863696367
478	0.286309117
479	0.2862712354
480	0.2862206215
481	0.2860784417
482	0.2860350772
483	0.285952027
484	0.2858679257
485	0.2858390797
486	0.2858107141
487	0.2857680912
488	0.2857465212
489	0.2857124901
490	0.2855877248
491	0.2855286366
492	0.2854981112
493	0.285449728
494	0.285398316
495	0.2853750959
496	0.2853555998
497	0.2853064087
498	0.2852483157
499	0.2852012038
500	0.2851861242
501	0.285146732
502	0.285074577
503	0.2850331182
504	0.2850002432
505	0.2849639439
506	0.2849036691
507	0.2848904074
508	0.2847548462
509	0.2847374136
510	0.2846775826
511	0.2846547311
512	0.284580802
513	0.2845062414
514	0.2844523402
515	0.2843816045
516	0.2843346679
517	0.2842787178
518	0.2842333404
519	0.2841928017
520	0.2841218878
521	0.2840818689
522	0.2840746728
523	0.2840488646
524	0.2840180443
525	0.2839818025
526	0.2839185904
527	0.2838742469
528	0.2838137914
529	0.2837692999
530	0.2836794525
531	0.2835873394
532	0.2835856364
533	0.2834817985
534	0.2834538369
535	0.2834156756
536	0.2833897102
537	0.2833573517
538	0.2833319505
539	0.2832342653
540	0.2832189321
541	0.2831557071
542	0.2831389876
543	0.2830994646
544	0.2830533469
545	0.2830347979
546	0.2830093084
547	0.2830088704
548	0.2829130579
549	0.2828228238
550	0.2828031803
551	0.2827593899
552	0.2826771458
553	0.2826751555
554	0.2825529937
555	0.2825228313
556	0.2824901301
557	0.2824695866
558	0.2824146817
559	0.2824036503
560	0.2823468588
561	0.2823018203
562	0.2822307351
563	0.2821268896
564	0.2820396402
565	0.2820034231
566	0.2820023781
567	0.2819416654
568	0.2819133075
569	0.2818680236
570	0.2817963631
571	0.2817351432
572	0.2817097835
573	0.2817077471
574	0.2816393497
575	0.2816034875
576	0.2815325246
577	0.2814526281
578	0.2814303403
579	0.2813544762
580	0.2813141996
581	0.2812648739
582	0.2811862213
583	0.2810900572
584	0.2810634271
585	0.2810113431
586	0.2809995925
587	0.2809587289
588	0.2809582937
589	0.280919531
590	0.2808323838
591	0.2807760022
592	0.2807303313
593	0.2806833375
594	0.2805457319
595	0.2805450647
596	0.2804356016
597	0.2804114033
598	0.2803924311
599	0.280329041
600	0.2803179533
601	0.2802440943
602	0.2802410827
603	0.280205632
604	0.2801077524
605	0.2800557305
606	0.280009639
607	0.2799929731
608	0.2799720662
609	0.2798946632
610	0.2798220562
611	0.279800682
612	0.2797744209
613	0.2797301756
614	0.2796716083
615	0.2796273739
616	0.2795675697
617	0.2795615868
618	0.2795290402
619	0.2795031515
620	0.2794868459
621	0.2794341372
622	0.2794064512
623	0.2793351998
624	0.2793004316
625	0.2792307792
626	0.2791794974
627	0.2791202
628	0.2790738492
629	0.2789946196
630	0.2789399117
631	0.278919853
632	0.2788631211
633	0.2788539342
634	0.2788258887
635	0.2788041707
636	0.2786722891
637	0.2785803638
638	0.2785570763
639	0.2785128139
640	0.278475789
641	0.2784685937
642	0.2784556415
643	0.2783982707
644	0.2783586389
645	0.27828709
646	0.2782407219
647	0.2781683526
648	0.2781392777
649	0.278099929
650	0.2780348915
651	0.2779817506
652	0.277918081
653	0.2779078167
654	0.2778107787
655	0.2777955568
656	0.2777504791
657	0.2777068102
658	0.2776491866
659	0.2776229128
660	0.277532542
661	0.2774367803
662	0.277363503
663	0.2773490889
664	0.2773269397
665	0.2772961618
666	0.2772384591
667	0.2772276191
668	0.2772240935
669	0.2771644819
670	0.2771269627
671	0.2770809744
672	0.2769958838
673	0.2769076708
674	0.2767849761
675	0.2767664264
676	0.2767241564
677	0.276651058
678	0.2766421484
679	0.2765920072
680	0.2765867714
681	0.2765144966
682	0.2764872581
683	0.2764165044
684	0.2764091027
685	0.2763887181
686	0.2763561232
687	0.2762977891
688	0.2762000369
689	0.27609408
690	0.2760136362
691	0.2759904726
692	0.2759690975
693	0.2758718418
694	0.2758149911
695	0.2757650461
696	0.2757330743
697	0.275711804
698	0.2756845715
699	0.275679957
700	0.2756457558
701	0.2756183489
702	0.2756067423
703	0.2755688941
704	0.2755418904
705	0.2755108192
706	0.2755068544
707	0.2754582408
708	0.2754200692
709	0.2753608382
710	0.2753136355
711	0.2752893826
712	0.2752506089
713	0.2752092695
714	0.2751238989
715	0.2750798304
716	0.2750467904
717	0.2750131839
718	0.2749921381
719	0.2749637373
720	0.2749031254
721	0.2748804981
722	0.2748679328
723	0.2748327419
724	0.2747895141
725	0.2747698964
726	0.2747639183
727	0.2747035143
728	0.2745886993
729	0.2745090103
730	0.2744163504
731	0.2743616085
732	0.2743451282
733	0.2743169756
734	0.2742472824
735	0.2742262255
736	0.2741917585
737	0.2741440789
738	0.2741284265
739	0.2741166839
740	0.2740767081
741	0.2740617295
742	0.2739946936
743	0.2739194954
744	0.2738788508
745	0.2738399003
746	0.2737974061
747	0.2737933186
748	0.2737924855
749	0.2737665679
750	0.2737476658
751	0.2736937359
752	0.2736650997
753	0.2735751878
754	0.2735610693
755	0.2735102104
756	0.2735050426
757	0.2734592495
758	0.2733949716
759	0.273325947
760	0.2732829553
761	0.2732581383
762	0.27321773
763	0.2732037896
764	0.2731891736
765	0.2731481327
766	0.273083684
767	0.2730004159
768	0.2729676052
769	0.2729148398
770	0.2728989498
771	0.2728602094
772	0.2728519664
773	0.2727929189
774	0.2727465034
775	0.2727457703
776	0.2726536655
777	0.2725566285
778	0.2725325903
779	0.2724670116
780	0.2724018136
781	0.2723590566
782	0.2723167463
783	0.2722986361
784	0.2722404071
785	0.2721953096
786	0.2721255123
787	0.2720898962
788	0.2720569456
789	0.2720118441
790	0.2719983377
791	0.2719656813
792	0.2718882449
793	0.2718248268
794	0.2717874019
795	0.2717546254
796	0.2717313345
797	0.2716766542
798	0.2716395849
799	0.271551026
800	0.2715045246
801	0.2714658611
802	0.2714577542
803	0.2714453069
804	0.2713770541
805	0.2713429544
806	0.2713204286
807	0.2712528413
808	0.2711942633
809	0.2711628884
810	0.2711342291
811	0.2711009282
812	0.2710715853
813	0.2710293696
814	0.2709659239
815	0.2709100899
816	0.270837985
817	0.2708098745
818	0.2707836707
819	0.2707450055
820	0.2707071252
821	0.2706799697
822	0.2706522382
823	0.2705699754
824	0.2705229246
825	0.2704674229
826	0.2704245089
827	0.2704198716
828	0.2704078829
829	0.2703744171
830	0.2703199136
831	0.2702637309
832	0.2702432639
833	0.2702157302
834	0.2701934629
835	0.2701681456
836	0.2700884096
837	0.2700715223
838	0.2700238297
839	0.2700011897
840	0.2699585708
841	0.269927428
842	0.2698808265
843	0.2697888209
844	0.269765959
845	0.2697445177
846	0.2697253252
847	0.2696924019
848	0.2696841263
849	0.269661851
850	0.269617776
851	0.2695113947
852	0.2694493511
853	0.2694115567
854	0.2694104173
855	0.2693486447
856	0.2693083514
857	0.2692642037
858	0.2692408844
859	0.2691986107
860	0.269170203
861	0.2691418616
862	0.2691312121
863	0.2690789934
864	0.2690111853
865	0.2689023139
866	0.2688720106
867	0.268793964
868	0.2686961202
869	0.2686758175
870	0.268665523
871	0.2686473592
872	0.2686140121
873	0.268603211
874	0.2685536066
875	0.268536309
876	0.2685093176
877	0.2684530123
878	0.2684097542
879	0.268404444
880	0.2683557852
881	0.2683298736
882	0.2683030433
883	0.2682908522
884	0.2682502722
885	0.2681896126
886	0.2681585463
887	0.2681548682
888	0.2681044558
889	0.268074854
890	0.2680361215
891	0.2679774697
892	0.2679648409
893	0.2678994978
894	0.2678879878
895	0.2678163906
896	0.2678005884
897	0.2677840649
898	0.2677082539
899	0.2676539134
900	0.2675767716
901	0.2675314608
902	0.267476046
903	0.2674211711
904	0.2673319445
905	0.2672830184
906	0.2672599094
907	0.2671752146
908	0.2671690378
909	0.2670775755
910	0.2670144313
911	0.2669544913
912	0.2669538154
913	0.2669343784
914	0.2669322857
915	0.2669096651
916	0.2668922264
917	0.2668657836
918	0.2668030224
919	0.2666988131
920	0.2666691706
921	0.2666359097
922	0.2666181044
923	0.2665449147
924	0.2664647731
925	0.2663909452
926	0.2663452363
927	0.266288711
928	0.2662702707
929	0.2662201868
930	0.2661669824
931	0.2661382788
932	0.2661364691
933	0.2660722669
934	0.2660413685
935	0.2660185924
936	0.2660005936
937	0.2659853771
938	0.2659387405
939	0.2659312383
940	0.2659205633
941	0.2658821607
942	0.265840213
943	0.2658343555
944	0.2658235414
945	0.2658023667
946	0.2657805065
947	0.265717644
948	0.2656832447
949	0.2656696319
950	0.2655928652
951	0.2655551555
952	0.2655077679
953	0.2654942916
954	0.2654107817
955	0.2653820934
956	0.2653479988
957	0.2653277078
958	0.2653205065
959	0.265244027
960	0.2651839706
961	0.2651283414
962	0.265100496
963	0.2650767677
964	0.2650351955
965	0.2650256291
966	0.2649747986
967	0.2649678646
968	0.2649463749
969	0.2648900754
970	0.2648575746
971	0.2648517445
972	0.2647804454
973	0.2647305418
974	0.2646647972
975	0.2646167926
976	0.2646140852
977	0.2646020126
978	0.2645979857
979	0.264588733
980	0.2645205451
981	0.2644824846
982	0.2644398933
983	0.2643842449
984	0.2643443891
985	0.2643231248
986	0.2643179289
987	0.2642687531
988	0.264260313
989	0.2642398818
990	0.2642139407
991	0.2641840944
992	0.2641742862
993	0.2641706521
994	0.2641461767
995	0.2641121921
996	0.2641110528
997	0.2640912321
998	0.2640762378
999	0.2640696001
1000	0.2640137387
1001	0.2639955824
1002	0.2639509471
1003	0.2639482183
1004	0.2639458538
1005	0.2638725274
1006	0.2638477971
1007	0.2637870584
1008	0.263759392
1009	0.2637016158
1010	0.2636791333
1011	0.2636437795
1012	0.2635930761
1013	0.2635695772
1014	0.2635161275
1015	0.2634943956
1016	0.2634365232
1017	0.2634092124
1018	0.2633733628
1019	0.2633265716
1020	0.2632954008
1021	0.2632868219
1022	0.2632684475
1023	0.2631672513
1024	0.2631259313
1025	0.2631145785
1026	0.2630569116
1027	0.2630402191
1028	0.2630017987
1029	0.2629525741
1030	0.2629333325
1031	0.2629036951
1032	0.2628615568
1033	0.2627990749
1034	0.2627820221
1035	0.2627252097
1036	0.2626454756
1037	0.2626414162
1038	0.2625781402
1039	0.2625721753
1040	0.2625557495
1041	0.2625366516
1042	0.2625309921
1043	0.2624817819
1044	0.2624365542
1045	0.2624114812
1046	0.2623583378
1047	0.2623183816
1048	0.2622682892
1049	0.2622589621
1050	0.262256303
1051	0.2622345284
1052	0.2622071095
1053	0.2621779547
1054	0.2621522265
1055	0.2621325523
1056	0.2620899576
1057	0.2620525604
1058	0.2619875416
1059	0.2619296241
1060	0.2619291064
1061	0.2619285358
1062	0.2618847182
1063	0.2618605116
1064	0.261800233
1065	0.2617960387
1066	0.2617293258
1067	0.261692461
1068	0.2616764677
1069	0.2616660073
1070	0.2616233229
1071	0.2615998161
1072	0.2615194292
1073	0.2614965019
1074	0.2614478476
1075	0.2614195513
1076	0.2613818711
1077	0.2613623517
1078	0.2612735393
1079	0.261202734
1080	0.2611915783
1081	0.2611603851
1082	0.2611517638
1083	0.2611100834
1084	0.2610019362
1085	0.2609402685
1086	0.2608886948
1087	0.2608213837
1088	0.2607884311
1089	0.2607463896
1090	0.260690809
1091	0.2606084206
1092	0.2605952735
1093	0.2605911125
1094	0.2605310041
1095	0.2604686237
1096	0.2604446798
1097	0.2603909596
1098	0.2603316248
1099	0.2603131973
1100	0.2602362039
1101	0.2602150022
1102	0.2602052827
1103	0.2601215114
1104	0.2601053734
1105	0.2600878516
1106	0.2600746099
1107	0.2600739329
1108	0.2600669917
1109	0.2600566794
1110	0.260031354
1111	0.2599705673
1112	0.2599469784
1113	0.259894269
1114	0.2598346284
1115	0.2598268051
1116	0.2597984526
1117	0.2597691496
1118	0.2597537895
1119	0.2597020387
1120	0.2596536741
1121	0.2596421688
1122	0.259597815
1123	0.2595543371
1124	0.2595091717
1125	0.2594870768
1126	0.259484889
1127	0.2594224408
1128	0.2593272549
1129	0.2592331994
1130	0.2591690295
1131	0.2591391882
1132	0.2590980106
1133	0.2590844359
1134	0.2590663567
1135	0.2590420252
1136	0.2589683049
1137	0.2589584175
1138	0.258900594
1139	0.2588844434
1140	0.2588384788
1141	0.2587596373
1142	0.2586758739
1143	0.2586743624
1144	0.2586334278
1145	0.2585800676
1146	0.258567791
1147	0.2585326702
1148	0.2585212361
1149	0.2584977671
1150	0.2584633535
1151	0.2584258821
1152	0.2583943556
1153	0.2583492661
1154	0.2583443872
1155	0.2582921409
1156	0.2582821908
1157	0.2582275735
1158	0.2581818494
1159	0.2581440002
1160	0.258128977
1161	0.2581062722
1162	0.2580680527
1163	0.2580485374
1164	0.2580331188
1165	0.2579918619
1166	0.2579302751
1167	0.2579022387
1168	0.2578756466
1169	0.2578333244
1170	0.2578028925
1171	0.2577999998
1172	0.257743869
1173	0.2577047702
1174	0.2576562136
1175	0.2576336938
1176	0.2575848746
1177	0.257516127
1178	0.2575155531
1179	0.2574988956
1180	0.2574919438
1181	0.2574458912
1182	0.2574078488
1183	0.2573677307
1184	0.2572906403
1185	0.2572288096
1186	0.2572028575
1187	0.257195081
1188	0.2571663491
1189	0.2571075569
1190	0.2570661233
1191	0.2570449276
1192	0.2570333208
1193	0.2569994577
1194	0.2569387599
1195	0.2568633426
1196	0.2568503889
1197	0.2567786022
1198	0.2567393816
1199	0.2566395348
1200	0.256590484
1201	0.2565855322
1202	0.2565745861
1203	0.2565665299
1204	0.2565462438
1205	0.256523694
1206	0.2564783917
1207	0.2564421091
1208	0.2563924892
1209	0.2563718308
1210	0.2563455227
1211	0.2563063501
1212	0.2562708096
1213	0.2562631348
1214	0.2562613391
1215	0.2562162353
1216	0.2561593643
1217	0.2560944286
1218	0.2560765731
1219	0.256064756
1220	0.2560473851
1221	0.2560144245
1222	0.2560134039
1223	0.2559693435
1224	0.2559393845
1225	0.2558664453
1226	0.2558274671
1227	0.2558010637
1228	0.255781663
1229	0.2557461834
1230	0.2556777682
1231	0.2555855705
1232	0.2555314738
1233	0.2554688737
1234	0.2554589402
1235	0.2554535232
1236	0.2554166177
1237	0.25538388
1238	0.2553411557
1239	0.255338789
1240	0.2553091495
1241	0.2552666372
1242	0.255248232
1243	0.2552081198
1244	0.255175869
1245	0.255124608
1246	0.2550813305
1247	0.2550364079
1248	0.2549775511
1249	0.2549740579
1250	0.2549187221
1251	0.2548680731
1252	0.2548514258
1253	0.2548277624
1254	0.2547623197
1255	0.2547312421
1256	0.254709696
1257	0.2546829634
1258	0.2546207722
1259	0.2545940836
1260	0.2545583297
1261	0.2544935366
1262	0.2544726669
1263	0.2544151017
1264	0.2543437616
1265	0.2542622386
1266	0.2542110964
1267	0.2542070865
1268	0.2540957976
1269	0.2540782292
1270	0.2540230267
1271	0.253961719
1272	0.2539485144
1273	0.2539170493
1274	0.2538797742
1275	0.2538791982
1276	0.2538449396
1277	0.2537771603
1278	0.2537234844
1279	0.2537221047
1280	0.2536819192
1281	0.2536333269
1282	0.2535994613
1283	0.2535486377
1284	0.2535420328
1285	0.2535043554
1286	0.253476543
1287	0.2534282865
1288	0.253376876
1289	0.253307714
1290	0.2533064709
1291	0.2532783866
1292	0.2532440049
1293	0.253216265
1294	0.2531966061
1295	0.2531457405
1296	0.2531029044
1297	0.2530809045
1298	0.2530352995
1299	0.2530172298
1300	0.2529508139
1301	0.252899207
1302	0.2528523634
1303	0.252832397
1304	0.2528107047
1305	0.2527615593
1306	0.252714642
1307	0.2527101011
1308	0.252671752
1309	0.2526430867
1310	0.2525976441
1311	0.2525886824
1312	0.2525357908
1313	0.2525355323
1314	0.2525109
1315	0.252482308
1316	0.2524797186
1317	0.2524463048
1318	0.2524315748
1319	0.2524125443
1320	0.2523756722
1321	0.2523407196
1322	0.2523295112
1323	0.2523045488
1324	0.2522882927
1325	0.252281944
1326	0.2522674392
1327	0.252216386
1328	0.2521786977
1329	0.2521444622
1330	0.2521078134
1331	0.2520493758
1332	0.2520191212
1333	0.2519482606
1334	0.251880192
1335	0.251842456
1336	0.2517841799
1337	0.2517832466
1338	0.2517623186
1339	0.2517423555
1340	0.2517377379
1341	0.2517193773
1342	0.2516846614
1343	0.2516702257
1344	0.2516470333
1345	0.2516460532
1346	0.2516019334
1347	0.2515903931
1348	0.2515885775
1349	0.2515861702
1350	0.2515640568
1351	0.2515321998
1352	0.2515227677
1353	0.2514959545
1354	0.2514544898
1355	0.2514351888
1356	0.2514217435
1357	0.2514181708
1358	0.251399898
1359	0.2513355746
1360	0.2513041996
1361	0.2512683111
1362	0.2512427609
1363	0.2512186036
1364	0.2511916248
1365	0.2511536312
1366	0.2511417065
1367	0.2511036361
1368	0.2510816574
1369	0.2510502607
1370	0.2510198379
1371	0.2509671335
1372	0.2509197592
1373	0.2508617834
1374	0.2508060868
1375	0.2507861063
1376	0.2507740183
1377	0.2507453462
1378	0.2506949141
1379	0.2506775375
1380	0.2506450205
1381	0.2505970222
1382	0.2505891593
1383	0.2505849721
1384	0.2505647479
1385	0.2505393699
1386	0.2504757754
1387	0.2503834122
1388	0.2503370611
1389	0.2503020484
1390	0.2502703139
1391	0.2502356085
1392	0.2501635636
1393	0.2501093328
1394	0.2500882447
1395	0.2500298377
1396	0.2500182951
1397	0.2500179239
1398	0.2500069966
1399	0.250004796
1400	0.2499441707
1401	0.2498824751
1402	0.249864869
1403	0.2498245969
1404	0.2498032818
1405	0.2497968596
1406	0.2497473175
1407	0.2496850076
1408	0.2496326761
1409	0.2496111199
1410	0.2495810121
1411	0.2495465134
1412	0.2494930449
1413	0.2494674762
1414	0.2494522785
1415	0.2494439032
1416	0.2494044298
1417	0.2493725004
1418	0.2493326206
1419	0.2493078696
1420	0.2492807778
1421	0.249279418
1422	0.2492399891
1423	0.2491970818
1424	0.2491818575
1425	0.2491778976
1426	0.2491674298
1427	0.2491191484
1428	0.2490978348
1429	0.2490377783
1430	0.2489853
1431	0.2489449418
1432	0.2489323657
1433	0.2489322005
1434	0.2489090985
1435	0.2488312207
1436	0.2488278699
1437	0.2488001196
1438	0.2487529104
1439	0.2487215769
1440	0.2487209037
1441	0.2486762551
1442	0.2486663049
1443	0.2486532081
1444	0.2486386948
1445	0.2486157946
1446	0.2485923964
1447	0.2485565012
1448	0.2485015993
1449	0.2484392158
1450	0.2483827989
1451	0.2483452783
1452	0.2483001487
1453	0.2482668948
1454	0.2482265203
1455	0.2481941968
1456	0.2481699585
1457	0.2481494528
1458	0.2481345299
1459	0.2481093434
1460	0.2480840668
1461	0.248074459
1462	0.2480524466
1463	0.2480000248
1464	0.2479654082
1465	0.247913257
1466	0.2478620886
1467	0.2478547492
1468	0.247847917
1469	0.2478226684
1470	0.2478028864
1471	0.2477975206
1472	0.2477717272
1473	0.2476926623
1474	0.2476608143
1475	0.2476444261
1476	0.2475892142
1477	0.2475538049
1478	0.247510904
1479	0.2474292053
1480	0.2473955998
1481	0.247341465
1482	0.2473054297
1483	0.2472746611
1484	0.2472718384
1485	0.2472276739
1486	0.247180927
1487	0.2471540779
1488	0.2471433694
1489	0.247133472
1490	0.2471158751
1491	0.2471155807
1492	0.2470522877
1493	0.2470319396
1494	0.2469686923
1495	0.2469538348
1496	0.2469295378
1497	0.2469025098
1498	0.2468644889
1499	0.246820512
1500	0.2467917788
1501	0.2467700099
1502	0.246765444
1503	0.2467636186
1504	0.2467262009
1505	0.2466860301
1506	0.2466722549
1507	0.2466323606
1508	0.2466262412
1509	0.2465932787
1510	0.2465199677
1511	0.2465185362
