iter	Logloss
1512	0.2465087936
1513	0.2465032299
1514	0.2464825502
1515	0.2464178128
1516	0.2463709279
1517	0.2463096285
1518	0.2462609799
1519	0.2461726572
1520	0.2461116328
1521	0.2460911571
1522	0.246051047
1523	0.2460087318
1524	0.2460033256
1525	0.2459585735
1526	0.245945256
1527	0.2459073973
1528	0.2459032957
1529	0.2458832868
1530	0.2458489117
1531	0.2457756812
1532	0.2457418127
1533	0.2457304725
1534	0.2457170609
1535	0.2456825272
1536	0.2456619923
1537	0.2456364466
1538	0.2456261614
1539	0.2455769689
1540	0.2455287946
1541	0.2454698629
1542	0.2454696572
1543	0.2454521665
1544	0.2454061603
1545	0.2453543748
1546	0.2453211282
1547	0.2452852214
1548	0.2452601119
1549	0.2452165964
1550	0.2451857147
1551	0.2451379014
1552	0.24511464
1553	0.2450443058
1554	0.245026143
1555	0.2449497226
1556	0.2449271949
1557	0.2448797287
1558	0.2448491166
1559	0.244799828
1560	0.2447671431
1561	0.2447132797
1562	0.2446815471
1563	0.2446317098
1564	0.2446266097
1565	0.2446152207
1566	0.2445716434
1567	0.2445456463
1568	0.24449191
1569	0.2444664022
1570	0.2444253769
1571	0.2443686318
1572	0.2443545116
1573	0.2443457719
1574	0.2443266677
1575	0.2443078216
1576	0.2442517484
1577	0.2441788948
1578	0.2441760677
1579	0.2441550836
1580	0.2441178678
1581	0.244097005
1582	0.2440515637
1583	0.2440276967
1584	0.2439934657
1585	0.2439468007
1586	0.2439170596
1587	0.2439024411
1588	0.2438712309
1589	0.2438707525
1590	0.2437839805
1591	0.2437467722
1592	0.2437110269
1593	0.2436683041
1594	0.2436181999
1595	0.2435594456
1596	0.2435350886
1597	0.2435255522
1598	0.2435059427
1599	0.2434812019
1600	0.2434445268
1601	0.2433967566
1602	0.2433939567
1603	0.2433270485
1604	0.2432773374
1605	0.243234871
1606	0.2432043067
1607	0.2431635729
1608	0.2431435507
1609	0.2431295077
1610	0.2431040198
1611	0.2430675055
1612	0.2430041536
1613	0.2429845493
1614	0.2429719025
1615	0.2429443969
1616	0.2429106902
1617	0.2428492982
1618	0.2427977252
1619	0.2427614451
1620	0.242692697
1621	0.2426717452
1622	0.2426124108
1623	0.2425991366
1624	0.2425787602
1625	0.2425539397
1626	0.2424950065
1627	0.2424328748
1628	0.2424011344
1629	0.242395443
1630	0.2423938662
1631	0.2423800307
1632	0.2423555606
1633	0.2423145063
1634	0.2422399087
1635	0.2422293809
1636	0.2422272346
1637	0.2421937785
1638	0.2421596087
1639	0.2420988911
1640	0.2420455637
1641	0.2420185974
1642	0.2419894861
1643	0.241942922
1644	0.2419305594
1645	0.2419092504
1646	0.2418736104
1647	0.2418207445
1648	0.2418006042
1649	0.2417430034
1650	0.2417257972
1651	0.2416938195
1652	0.2416526222
1653	0.2416056089
1654	0.2415834078
1655	0.2415469426
1656	0.2415132258
1657	0.2414974109
1658	0.2414644668
1659	0.241427491
1660	0.2414000384
1661	0.2413837584
1662	0.2413427042
1663	0.2413269488
1664	0.2412941161
1665	0.2412535308
1666	0.2412263082
1667	0.2412255812
1668	0.2412052223
1669	0.2411963196
1670	0.2411400908
1671	0.2411322147
1672	0.2410872808
1673	0.2410760106
1674	0.2410258429
1675	0.2410203101
1676	0.2409361877
1677	0.2408789854
1678	0.2408226684
1679	0.2407819537
1680	0.2407775796
1681	0.2407484525
1682	0.2406794449
1683	0.2406461129
1684	0.2405872729
1685	0.2405612336
1686	0.240479715
1687	0.2404704732
1688	0.2403998042
1689	0.2403504932
1690	0.2402867078
1691	0.2402326725
1692	0.2401760451
1693	0.2401294706
1694	0.2401177628
1695	0.2400646614
1696	0.2399802977
1697	0.2399598939
1698	0.2398965176
1699	0.2398443288
1700	0.2398440655
1701	0.2398114036
1702	0.2397625118
1703	0.2396925256
1704	0.2396839675
1705	0.2396309348
1706	0.2396270955
1707	0.2395864162
1708	0.2395538247
1709	0.2395070019
1710	0.2394657603
1711	0.2394093771
1712	0.2393432181
1713	0.239316424
1714	0.2393039532
1715	0.2392678408
1716	0.2392557382
1717	0.2392108481
1718	0.2391700046
1719	0.2391514075
1720	0.2391458116
1721	0.2391087238
1722	0.2391078069
1723	0.239096344
1724	0.239059351
1725	0.2389636438
1726	0.2389124926
1727	0.2389108606
1728	0.2388894783
1729	0.2388708305
1730	0.2388204222
1731	0.2387978766
1732	0.2387780752
1733	0.2387366156
1734	0.2387203592
1735	0.2387146998
1736	0.2386860885
1737	0.2386695012
1738	0.2386040526
1739	0.238524357
1740	0.2385011717
1741	0.2384640875
1742	0.2384292377
1743	0.2384086472
1744	0.23839025
1745	0.2383145169
1746	0.2382573635
1747	0.2382218649
1748	0.2382097814
1749	0.2381747862
1750	0.2381666859
1751	0.2381394099
1752	0.2381148372
1753	0.2380556359
1754	0.2380368791
1755	0.2379858611
1756	0.2379848467
1757	0.2379372674
1758	0.237915089
1759	0.2378331485
1760	0.237821074
1761	0.2377729467
1762	0.237752922
1763	0.2377171749
1764	0.2376726351
1765	0.2376562337
1766	0.2376293754
1767	0.2376165643
1768	0.2375886429
1769	0.2375612859
1770	0.2375246123
1771	0.2374561184
1772	0.237408629
1773	0.2373343374
1774	0.2372834679
1775	0.2372534703
1776	0.2372458042
1777	0.2372454735
1778	0.237168848
1779	0.2371615126
1780	0.2371570148
1781	0.2371165886
1782	0.2370939127
1783	0.2370590069
1784	0.2370283123
1785	0.2370201737
1786	0.2370048869
1787	0.2369532452
1788	0.2368845092
1789	0.2368699572
1790	0.2368416307
1791	0.2367746771
1792	0.2367286689
1793	0.2366881793
1794	0.2366552959
1795	0.2366393088
1796	0.2366383631
1797	0.236594709
1798	0.2365693405
1799	0.236527359
1800	0.2364863055
1801	0.2364416936
1802	0.23640966
1803	0.2363653971
1804	0.2363397968
1805	0.2363369321
1806	0.2362913818
1807	0.2362656632
1808	0.2362363759
1809	0.2362174582
1810	0.2361852015
1811	0.236172873
1812	0.2361725542
1813	0.2361208445
1814	0.2360912171
1815	0.2360681661
1816	0.2360028182
1817	0.2359684844
1818	0.2359475531
1819	0.2359090919
1820	0.2358692079
1821	0.2358368756
1822	0.2357913054
1823	0.2357901991
1824	0.2357282232
1825	0.2357153999
1826	0.2356187087
1827	0.2355996608
1828	0.2355873339
1829	0.2355511006
1830	0.2355257432
1831	0.2354968289
1832	0.2354851912
1833	0.2354345857
1834	0.2354093076
1835	0.2353682002
1836	0.235311715
1837	0.235310973
1838	0.2352852625
1839	0.235264202
1840	0.235209643
1841	0.2351645473
1842	0.2351578745
1843	0.2350982826
1844	0.2350761663
1845	0.2350375999
1846	0.2350262949
1847	0.2349777836
1848	0.2349470926
1849	0.2349428269
1850	0.234914627
1851	0.2348907648
1852	0.2348713007
1853	0.234850965
1854	0.2348141991
1855	0.2347544753
1856	0.2347472962
1857	0.2347400778
1858	0.2347024969
1859	0.2346687343
1860	0.234633268
1861	0.2345817231
1862	0.2345604349
1863	0.2345489781
1864	0.2345486722
1865	0.234535699
1866	0.234497234
1867	0.2344674728
1868	0.2343972038
1869	0.2343932983
1870	0.2343684672
1871	0.2343659914
1872	0.2342716385
1873	0.2342598531
1874	0.2342451436
1875	0.2342145529
1876	0.2341627977
1877	0.2341262515
1878	0.234104911
1879	0.2340469849
1880	0.2340188202
1881	0.2339939222
1882	0.2339588485
1883	0.2339483262
1884	0.2338707115
1885	0.2338378642
1886	0.233815832
1887	0.2337599514
1888	0.2337428987
1889	0.2337317963
1890	0.2336771985
1891	0.233647735
1892	0.2336151547
1893	0.2335959098
1894	0.2335815202
1895	0.2335554192
1896	0.2335375651
1897	0.2335271068
1898	0.2334593995
1899	0.2334589023
1900	0.2334021525
1901	0.2333914585
1902	0.2333622479
1903	0.2333161882
1904	0.23327931
1905	0.2332531874
1906	0.2332289152
1907	0.2331703341
1908	0.2331386761
1909	0.2330969286
1910	0.2330681143
1911	0.2330494256
1912	0.2330471886
1913	0.233011924
1914	0.2329513107
1915	0.2329116409
1916	0.2329113235
1917	0.2328739707
1918	0.2328318377
1919	0.2328008202
1920	0.2327563352
1921	0.2327087806
1922	0.2326672156
1923	0.2326213727
1924	0.2325752805
1925	0.2325342115
1926	0.2325037614
1927	0.2325034877
1928	0.2324717732
1929	0.2324696596
1930	0.2324105047
1931	0.2323673679
1932	0.2323511074
1933	0.2322951926
1934	0.2322620992
1935	0.2322516021
1936	0.2321761023
1937	0.2321225908
1938	0.2320797094
1939	0.2320519145
1940	0.2320152234
1941	0.2319860471
1942	0.2319493424
1943	0.2319177561
1944	0.2318857898
1945	0.2318290375
1946	0.2318105798
1947	0.231775187
1948	0.2317634438
1949	0.2316928636
1950	0.2316446645
1951	0.2316443269
1952	0.2316112064
1953	0.2315945365
1954	0.2315450615
1955	0.231539307
1956	0.2315177085
1957	0.2314881949
1958	0.2314651286
1959	0.2314203889
1960	0.2313573281
1961	0.23133213
1962	0.2313053587
1963	0.2313043117
1964	0.2312987335
1965	0.2312729422
1966	0.2312501646
1967	0.2311820301
1968	0.2311444114
1969	0.2311097535
1970	0.2310985839
1971	0.2310569039
1972	0.23101525
1973	0.2309730834
1974	0.2309690726
1975	0.230948639
1976	0.2308921126
1977	0.2308511091
1978	0.2308494311
1979	0.2308220512
1980	0.2307551518
1981	0.2307194904
1982	0.2306750796
1983	0.230657929
1984	0.230645357
1985	0.2306168731
1986	0.2305441087
1987	0.2305166184
1988	0.230491496
1989	0.2304325369
1990	0.230417681
1991	0.2304006705
1992	0.2303361439
1993	0.2302786429
1994	0.2302670051
1995	0.2302407928
1996	0.2302027199
1997	0.2301505875
1998	0.2300834933
1999	0.2300310308
